x,y
9.31E-05,-0.01102564
9.31E-05,-0.01152704
7.31E-05,-0.012040636
7.32E-05,-0.012058672
8.16E-05,-0.011429388
8.67E-05,-0.011201746
9.23E-05,-0.010980526
9.41E-05,-0.010806861
9.44E-05,-0.010818044
8.47E-05,-0.010453455
8.69E-05,-0.009992896
8.63E-05,-0.010113421
8.08E-05,-0.011265918
8.13E-05,-0.011165446
8.18E-05,-0.010584533
8.44E-05,-0.010081552
8.31E-05,-0.010334247
8.01E-05,-0.010930464
7.93E-05,-0.011095694
7.75E-05,-0.011445989
7.98E-05,-0.010526402
7.86E-05,-0.010757091
8.11E-05,-0.009922389
7.53E-05,-0.012450331
7.42E-05,-0.012084881
7.48E-05,-0.011972463
7.65E-05,-0.01115167
7.62E-05,-0.01120983
7.67E-05,-0.010676915
7.61E-05,-0.010767704
7.97E-05,-0.00980987
7.58E-05,-0.010816842
7.59E-05,-0.010809604
7.44E-05,-0.011051906
7.48E-05,-0.010544532
7.13E-05,-0.011543205
6.43E-05,-0.013241211
6.75E-05,-0.011557219
7.45E-05,-0.012422965
7.42E-05,-0.012559078
7.20E-05,-0.013547412
7.50E-05,-0.011191846
7.30E-05,-0.011974958
7.42E-05,-0.011479141
7.16E-05,-0.012563746
5.91E-05,-0.011046826
5.26E-05,-0.012194017
5.04E-05,-0.012449977
5.71E-05,-0.011062855
4.42E-05,-0.012123208
4.28E-05,-0.014529801
4.75E-05,-0.013347217
5.26E-05,-0.012400794
5.10E-05,-0.012695582
4.62E-05,-0.013399194
4.62E-05,-0.011090225
5.13E-05,-0.011746288
5.51E-05,-0.011053031
4.40E-05,-0.012629574
5.33E-05,-0.010927579
4.40E-05,-0.010787468
6.94E-05,-0.011183053
6.70E-05,-0.011304146
5.26E-05,-0.012587786
6.80E-05,-0.011019382
7.46E-05,-0.010681961
7.72E-05,-0.010654424
8.58E-05,-0.010299229
6.78E-05,-0.010991571
7.65E-05,-0.010549256
7.81E-05,-0.010403685
8.95E-05,-0.010058074
7.35E-05,-0.008825264
6.91E-05,-0.010758603
7.07E-05,-0.010563211
7.74E-05,-0.010312768
8.40E-05,-0.010119292
7.67E-05,-0.01022613
7.87E-05,-0.010123028
9.51E-05,-0.009704026
6.10E-05,-0.011006162
6.43E-05,-0.010532833
7.29E-05,-0.010094698
7.34E-05,-0.010168539
7.79E-05,-0.010025933
8.40E-05,-0.009783191
8.93E-05,-0.009758133
6.05E-05,-0.010935202
6.29E-05,-0.010786915
6.42E-05,-0.010512228
5.72E-05,-0.010995426
5.89E-05,-0.010719173
4.01E-05,-0.007066157
8.92E-05,-0.007960883
8.70E-05,-0.008265365
8.61E-05,-0.008182788
8.35E-05,-0.013343821
8.35E-05,-0.008495502
8.28E-05,-0.013446748
8.15E-05,-0.01365639
8.23E-05,-0.01353404
8.17E-05,-0.013627795
7.97E-05,-0.01396337
7.99E-05,-0.01351201
8.04E-05,-0.013446196
8.21E-05,-0.012891452
8.18E-05,-0.012628389
8.25E-05,-0.01253849
7.81E-05,-0.013416315
7.71E-05,-0.01356327
7.73E-05,-0.013533364
7.47E-05,-0.013934523
7.85E-05,-0.013082557
6.57E-05,-0.010251979
7.46E-05,-0.013944166
6.01E-05,-0.011270475
7.78E-05,-0.01296006
7.23E-05,-0.008926669
7.68E-05,-0.013105501
5.92E-05,-0.01113512
7.43E-05,-0.013482779
6.85E-05,-0.009210023
6.76E-05,-0.00930647
6.85E-05,-0.009208415
7.07E-05,-0.008854699
7.17E-05,-0.008755274
6.70E-05,-0.009269624
6.93E-05,-0.008918879
5.71E-05,-0.010893629
6.04E-05,-0.010239375
6.09E-05,-0.010155892
6.79E-05,-0.009087089
6.77E-05,-0.009115529
6.28E-05,-0.00980659
5.88E-05,-0.010506103
6.43E-05,-0.009552233
6.41E-05,-0.009571596
6.30E-05,-0.00972603
5.54E-05,-0.01119323
5.47E-05,-0.011221628
5.30E-05,-0.011484151
5.58E-05,-0.011004438
5.50E-05,-0.011116752
4.00E-05,-0.00942613
5.08E-05,-0.011845168
4.00E-05,-0.012576283
5.30E-05,-0.013429276
5.58E-05,-0.009694654
5.08E-05,-0.013494588
4.95E-05,-0.007051854
4.43E-05,-0.008592959
4.57E-05,-0.008470721
7.37E-05,-0.013390208
5.00E-05,-0.010574548
5.06E-05,-0.007828621
7.53E-05,-0.013126205
7.75E-05,-0.012918659
6.31E-05,-0.011263904
6.89E-05,-0.011757128
5.88E-05,-0.009415137
6.74E-05,-0.013627038
6.98E-05,-0.013436488
7.73E-05,-0.012907073
4.95E-05,-0.009724148
6.20E-05,-0.011211538
5.31E-05,-0.009339147
5.06E-05,-0.010220793
5.63E-05,-0.009472489
6.09E-05,-0.009120449
8.09E-05,-0.01038711
7.32E-05,-0.012909786
7.83E-05,-0.012592154
6.49E-05,-0.008222287
6.49E-05,-0.008222235
7.83E-05,-0.010633366
7.14E-05,-0.011110802
6.62E-05,-0.0134632
6.56E-05,-0.013372209
6.82E-05,-0.01322026
7.31E-05,-0.012891158
7.47E-05,-0.012632447
4.80E-05,-0.006810722
8.16E-05,-0.012107973
5.80E-05,-0.008726334
6.46E-05,-0.011600198
8.37E-05,-0.0119144
8.67E-05,-0.011787869
9.23E-05,-0.011484683
9.42E-05,-0.011280826
9.44E-05,-0.011291564
7.54E-05,-0.010555555
7.59E-05,-0.010571007
7.91E-05,-0.010348582
6.34E-05,-0.008574063
8.22E-05,-0.010130805
7.35E-05,-0.007843593
5.58E-05,-0.011325858
8.06E-05,-0.01200997
6.19E-05,-0.008194532
8.26E-05,-0.011519979
8.81E-05,-0.011545413
5.81E-05,-0.006853603
8.66E-05,-0.00968658
8.63E-05,-0.009679622
8.61E-05,-0.009674442
6.39E-05,-0.00637738
7.05E-05,-0.012546282
7.01E-05,-0.012498031
7.32E-05,-0.012447387
7.20E-05,-0.012285906
7.60E-05,-0.011818071
7.55E-05,-0.011769939
5.76E-05,-0.008435385
5.78E-05,-0.00843916
6.50E-05,-0.01118752
6.49E-05,-0.011186583
7.10E-05,-0.010730102
5.81E-05,-0.008857749
9.47E-05,-0.011014169
7.92E-05,-0.01004853
6.30E-05,-0.006386459
6.39E-05,-0.008295503
8.51E-05,-0.009649926
7.15E-05,-0.007840092
7.67E-05,-0.007422349
9.86E-05,-0.008924928
7.01E-05,-0.012113397
7.27E-05,-0.011942316
7.51E-05,-0.011732572
8.09E-05,-0.011657042
8.47E-05,-0.010935682
9.35E-05,-0.010943955
6.30E-05,-0.008291198
8.66E-05,-0.009418793
7.22E-05,-0.007609201
7.64E-05,-0.007420866
8.00E-05,-0.007229729
7.89E-05,-0.007223468
5.80E-05,-0.011588747
8.21E-05,-0.01139591
8.46E-05,-0.011262264
8.83E-05,-0.010474654
8.93E-05,-0.010530632
9.12E-05,-0.010317523
6.51E-05,-0.008026789
8.48E-05,-0.009359396
7.41E-05,-0.007394143
8.27E-05,-0.010800226
9.29E-05,-0.010100142
8.26E-05,-0.008701726
8.51E-05,-0.008505162
8.36E-05,-0.008447368
8.62E-05,-0.008264172
8.94E-05,-0.008106516
8.94E-05,-0.00922809
9.08E-05,-0.010891973
9.12E-05,-0.010015127
4.01E-05,-0.010541272
9.99E-05,-0.012563964
9.24E-05,-0.011460944
9.28E-05,-0.01094509
8.55E-05,-0.010495317
8.26E-05,-0.010674314
8.47E-05,-0.009389656
7.90E-05,-0.012139499
7.99E-05,-0.010796776
7.97E-05,-0.010830183
8.14E-05,-0.010440555
8.26E-05,-0.010189235
8.08E-05,-0.010121993
8.13E-05,-0.010023051
8.18E-05,-0.009573311
7.90E-05,-0.011542629
7.62E-05,-0.012131971
7.85E-05,-0.011666147
7.78E-05,-0.011252946
8.01E-05,-0.009903766
7.93E-05,-0.010055002
7.75E-05,-0.010385329
7.86E-05,-0.009795512
7.53E-05,-0.011269117
7.42E-05,-0.010988997
7.48E-05,-0.010900114
7.65E-05,-0.010145446
7.62E-05,-0.010197846
7.44E-05,-0.0100541
5.26E-05,-0.012517466
5.04E-05,-0.012539578
9.45E-05,-0.011654163
9.32E-05,-0.01170426
4.43E-05,-0.011198565
5.58E-05,-0.013234643
4.96E-05,-0.012462356
5.32E-05,-0.012226179
5.30E-05,-0.01331679
5.50E-05,-0.013071609
6.19E-05,-0.010949651
4.33E-05,-0.009876393
6.61E-05,-0.009908131
6.91E-05,-0.011476249
7.20E-05,-0.011394918
7.19E-05,-0.011371775
5.78E-05,-0.011049381
5.76E-05,-0.010516051
5.78E-05,-0.010549384
6.23E-05,-0.010018852
8.00E-05,-0.010560577
8.04E-05,-0.010598751
5.08E-05,-0.012741795
5.59E-05,-0.010077733
6.31E-05,-0.011584037
6.55E-05,-0.011446273
7.46E-05,-0.010797399
6.10E-05,-0.009879665
7.71E-05,-0.010661255
6.55E-05,-0.009412286
6.74E-05,-0.009160607
5.88E-05,-0.009596392
6.14E-05,-0.009419661
4.80E-05,-0.010259807
8.69E-05,-0.014091557
8.63E-05,-0.014192315
8.47E-05,-0.014469911
8.08E-05,-0.015143133
8.13E-05,-0.015060003
8.44E-05,-0.014177529
8.31E-05,-0.014386146
8.70E-05,-0.013206447
8.18E-05,-0.014591436
8.01E-05,-0.014865648
7.92E-05,-0.014993869
8.61E-05,-0.013087199
7.75E-05,-0.015255342
7.98E-05,-0.014522911
7.86E-05,-0.014701993
8.11E-05,-0.014012449
8.28E-05,-0.013504299
8.35E-05,-0.013416549
7.48E-05,-0.015678592
7.65E-05,-0.015018528
7.62E-05,-0.015064077
8.15E-05,-0.013688668
8.23E-05,-0.013580686
8.17E-05,-0.013663391
7.97E-05,-0.013944789
7.66E-05,-0.014656071
7.44E-05,-0.015030209
7.58E-05,-0.014793287
7.58E-05,-0.014786074
7.61E-05,-0.014741327
7.99E-05,-0.013676542
8.04E-05,-0.013617871
7.13E-05,-0.015551518
7.48E-05,-0.014678488
6.74E-05,-0.015194984
7.09E-05,-0.01427113
7.06E-05,-0.014313836
7.81E-05,-0.013711299
7.29E-05,-0.014729114
7.71E-05,-0.013863297
7.73E-05,-0.013832106
7.38E-05,-0.013357623
7.26E-05,-0.01477351
7.26E-05,-0.014780261
6.98E-05,-0.01424288
7.09E-05,-0.01506529
7.46E-05,-0.014250835
7.46E-05,-0.01424102
6.83E-05,-0.014480635
6.47E-05,-0.015363879
7.16E-05,-0.014721992
7.20E-05,-0.014658576
7.07E-05,-0.014857299
6.57E-05,-0.014936405
7.09E-05,-0.014625811
7.06E-05,-0.014674635
6.85E-05,-0.013804294
6.85E-05,-0.01380207
6.76E-05,-0.013943439
6.70E-05,-0.013889213
6.09E-05,-0.015108378
6.04E-05,-0.01520191
6.28E-05,-0.014599414
5.88E-05,-0.015469514
6.43E-05,-0.014188638
6.41E-05,-0.014217154
6.30E-05,-0.014427221
4.00E-05,-0.014431398
5.54E-05,-0.015608435
6.09E-05,-0.016734106
5.71E-05,-0.017243055
6.04E-05,-0.016768198
6.28E-05,-0.016313645
5.47E-05,-0.015407597
5.89E-05,-0.016825275
6.31E-05,-0.015982104
5.30E-05,-0.015553945
5.58E-05,-0.015017676
5.50E-05,-0.015069675
5.08E-05,-0.015696742
6.62E-05,-0.014532119
6.56E-05,-0.014503107
7.01E-05,-0.013494465
5.58E-05,-0.012922269
5.80E-05,-0.014859071
5.58E-05,-0.013469642
6.44E-05,-0.013980845
6.59E-05,-0.013633468
6.67E-05,-0.013700734
7.29E-05,-0.01284541
7.43E-05,-0.012525941
5.55E-05,-0.014509571
6.46E-05,-0.013496551
6.61E-05,-0.013144711
7.12E-05,-0.012708707
7.34E-05,-0.012456551
7.33E-05,-0.012442873
7.23E-05,-0.012352664
6.46E-05,-0.01295595
6.45E-05,-0.012937256
6.72E-05,-0.012756671
7.08E-05,-0.012193627
5.48E-05,-0.013716078
6.73E-05,-0.012256825
7.70E-05,-0.008770836
8.36E-05,-0.008541905
8.62E-05,-0.008484193
5.32E-05,-0.008907019
5.80E-05,-0.008986656
6.19E-05,-0.008885466
6.61E-05,-0.008784353
6.86E-05,-0.008773804
7.06E-05,-0.00870649
7.51E-05,-0.008602419
7.72E-05,-0.008539127
8.72E-05,-0.008335699
8.92E-05,-0.008252981
6.03E-05,-0.008165715
7.54E-05,-0.007780232
8.65E-05,-0.007520527
6.47E-05,-0.007997146
6.61E-05,-0.00787269
7.24E-05,-0.007824531
7.34E-05,-0.007698761
7.34E-05,-0.007698779
7.73E-05,-0.007688128
6.49E-05,-0.005765417
7.27E-05,-0.005679276
7.24E-05,-0.005668805
7.86E-05,-0.005529168
4.33E-05,-0.008442804
6.70E-05,-0.008610653
4.54E-05,-0.006206579
5.75E-05,-0.004400589
5.75E-05,-0.005849228
7.52E-05,-0.007617566
8.41E-05,-0.007469689
8.74E-05,-0.007419269
7.39E-05,-0.005561158
8.07E-05,-0.005440147
4.96E-05,-0.008660978
5.76E-05,-0.008599043
5.78E-05,-0.008633987
6.23E-05,-0.008633264
6.10E-05,-0.008501089
6.55E-05,-0.008478631
6.74E-05,-0.008426511
5.75E-05,-0.007935283
6.02E-05,-0.00790653
7.71E-05,-0.008335891
6.67E-05,-0.007725383
7.14E-05,-0.007625633
8.43E-05,-0.008201109
7.51E-05,-0.00761438
7.71E-05,-0.007546817
7.90E-05,-0.006645801
7.88E-05,-0.006639611
8.63E-05,-0.007402974
8.45E-05,-0.0073793
9.78E-05,-0.00795763
7.16E-05,-0.005515409
7.84E-05,-0.005404932
8.12E-05,-0.005340421
8.69E-05,-0.005303314
7.85E-05,-0.006629201
7.90E-05,-0.00748227
8.09E-05,-0.006564405
8.45E-05,-0.006532687
8.03E-05,-0.004896286
8.03E-05,-0.005332034
9.19E-05,-0.005160126
7.35E-05,-0.008296508
6.98E-05,-0.006737122
7.20E-05,-0.006677424
7.45E-05,-0.006630959
8.78E-05,-0.008061921
8.80E-05,-0.008068743
6.32E-05,-0.005167713
6.30E-05,-0.005157906
8.98E-05,-0.008003701
7.77E-05,-0.006598451
9.60E-05,-0.007923711
8.25E-05,-0.006484129
7.28E-05,-0.004997979
7.29E-05,-0.00500254
7.50E-05,-0.004913613
8.97E-05,-0.006405243
8.67E-05,-0.004763938
8.67E-05,-0.005215354
8.91E-05,-0.004685323
8.91E-05,-0.005152089
9.56E-05,-0.004549136
7.06E-05,-0.004944808
7.34E-05,-0.004882356
7.74E-05,-0.004841422
7.62E-05,-0.00482141
8.63E-05,-0.00466229
4.43E-05,-0.008653733
7.84E-05,-0.009567828
8.09E-05,-0.009546933
8.22E-05,-0.009411627
6.90E-05,-0.009646297
8.66E-05,-0.009299529
8.63E-05,-0.009277773
7.14E-05,-0.009380583
7.59E-05,-0.009341281
7.91E-05,-0.009390377
8.51E-05,-0.009204426
8.61E-05,-0.009263873
5.57E-05,-0.008351635
7.54E-05,-0.009302955
7.93E-05,-0.009204503
8.66E-05,-0.009116788
5.59E-05,-0.009442481
4.80E-05,-0.004501676
5.81E-05,-0.004566381
6.75E-05,-0.004608231
7.17E-05,-0.00461229
8.65E-05,-0.004557653
5.07E-05,-0.004474049
7.24E-05,-0.006452855
7.54E-05,-0.004595077
4.43E-05,-0.006353887
6.02E-05,-0.0064581
6.47E-05,-0.006466502
7.34E-05,-0.006427332
7.34E-05,-0.006427333
7.24E-05,-0.004588447
7.73E-05,-0.006413884
7.73E-05,-0.004586382
8.41E-05,-0.006336174
8.63E-05,-0.006308487
8.41E-05,-0.00454247
8.74E-05,-0.004526158
4.54E-05,-0.004086594
7.52E-05,-0.006407863
7.51E-05,-0.00640824
8.63E-05,-0.004522853
8.45E-05,-0.0063098
8.97E-05,-0.006251219
6.75E-05,-0.006526059
4.57E-05,-0.006433892
6.34E-05,-0.008212309
7.22E-05,-0.008141378
5.84E-05,-0.006634437
6.09E-05,-0.006625324
7.17E-05,-0.006495064
7.54E-05,-0.006441795
7.41E-05,-0.008106858
7.63E-05,-0.008077634
6.78E-05,-0.006543974
7.31E-05,-0.006487448
8.74E-05,-0.006311613
5.57E-05,-0.006426102
6.61E-05,-0.006457443
6.02E-05,-0.006471644
5.39E-05,-0.0065472
6.67E-05,-0.006458421
7.14E-05,-0.006435523
7.71E-05,-0.006387116
7.90E-05,-0.006364722
7.85E-05,-0.006368106
7.88E-05,-0.006365941
8.09E-05,-0.006343989
5.75E-05,-0.006476494
7.76E-05,-0.006378172
6.98E-05,-0.006455327
7.24E-05,-0.008098445
6.49E-05,-0.006495292
7.20E-05,-0.00644027
7.37E-05,-0.006429919
7.45E-05,-0.00641508
7.33E-05,-0.006438268
7.16E-05,-0.006423795
8.25E-05,-0.006324641
8.34E-05,-0.006316084
8.03E-05,-0.006307904
8.69E-05,-0.00627486
8.74E-05,-0.006269372
9.57E-05,-0.006160034
7.75E-05,-0.00639364
7.04E-05,-0.006473822
5.75E-05,-0.00657779
7.29E-05,-0.00641038
7.27E-05,-0.006413813
7.49E-05,-0.006384098
8.23E-05,-0.006335812
7.74E-05,-0.006348638
8.79E-05,-0.006263062
8.63E-05,-0.00621035
9.62E-05,-0.00605441
6.60E-05,-0.006503289
6.37E-05,-0.006526007
6.57E-05,-0.006512414
4.46E-05,-0.006641569
7.38E-05,-0.006457306
7.31E-05,-0.006474592
6.32E-05,-0.006554727
6.29E-05,-0.006561698
7.06E-05,-0.006461594
7.34E-05,-0.006416808
7.62E-05,-0.006373673
7.57E-05,-0.006383379
9.08E-05,-0.006133452
4.54E-05,-0.006713451
6.93E-05,-0.006498307
7.14E-05,-0.006470012
7.83E-05,-0.006341201
6.24E-05,-0.004785537
7.82E-05,-0.006345027
8.52E-05,-0.006308244
7.93E-05,-0.006334153
8.03E-05,-0.006312792
8.69E-05,-0.006289902
7.25E-05,-0.004070726
7.14E-05,-0.004654242
7.61E-05,-0.004028146
7.58E-05,-0.004033073
8.56E-05,-0.006222463
8.80E-05,-0.006181591
6.13E-05,-0.004805857
8.15E-05,-0.006299624
9.19E-05,-0.006211114
7.39E-05,-0.004617122
8.80E-05,-0.00442353
7.04E-05,-0.006500898
8.04E-05,-0.006323566
6.96E-05,-0.004685356
7.27E-05,-0.004635192
7.62E-05,-0.004038579
7.59E-05,-0.004043286
8.04E-05,-0.003982257
8.06E-05,-0.00398019
7.51E-05,-0.004599672
7.64E-05,-0.004576915
8.90E-05,-0.006168476
8.34E-05,-0.003948449
8.32E-05,-0.003951334
8.44E-05,-0.003934885
8.61E-05,-0.003918705
9.59E-05,-0.006053714
8.55E-05,-0.004454448
8.15E-05,-0.003975841
5.80E-05,-0.004888862
8.10E-05,-0.003983486
5.31E-05,-0.001830943
5.75E-05,-6.93E-05
4.74E-05,-0.002292277
5.43E-05,-0.002213822
6.61E-05,-7.47E-05
6.97E-05,-0.000726503
7.59E-05,-0.000669852
6.33E-05,-0.001776362
6.21E-05,-0.001793671
6.94E-05,-0.003739657
7.60E-05,-0.001661534
8.49E-05,-0.001573397
6.02E-05,-7.16E-05
6.08E-05,-0.002122815
6.58E-05,-0.002055594
6.29E-05,-0.000763276
6.87E-05,-0.000731047
6.11E-05,-0.001807381
6.04E-05,-0.001816706
8.09E-05,-0.000623616
8.14E-05,-0.000621621
7.54E-05,-0.003639273
7.53E-05,-0.003639657
7.91E-05,-0.00162943
8.35E-05,-0.001584623
8.76E-05,-0.001544237
8.76E-05,0.000406367
5.39E-05,-0.002268486
6.66E-05,-3.26E-05
7.13E-05,2.83E-06
6.29E-05,-0.003197667
6.52E-05,-0.000753964
6.36E-05,-0.000758449
6.87E-05,-0.00309806
6.97E-05,-0.003076369
5.95E-05,-0.001831272
6.33E-05,0.000318205
6.21E-05,0.000318109
7.62E-05,-0.00297318
7.59E-05,-0.002978602
8.09E-05,-0.002912552
8.14E-05,-0.002903985
8.15E-05,-0.000608607
7.60E-05,0.000366386
8.48E-05,-0.000585625
8.49E-05,-0.000585361
7.73E-05,-0.001646618
7.63E-05,-0.001655426
7.91E-05,0.000380472
8.23E-05,-0.001594761
8.20E-05,-0.001597157
8.23E-05,0.000393027
8.20E-05,0.000393124
8.35E-05,0.000392732
8.49E-05,-0.003482685
6.52E-05,-0.003165453
7.14E-05,-0.000696053
7.73E-05,0.000380138
8.79E-05,-0.00056582
7.95E-05,-0.001620362
8.44E-05,-0.001569198
8.44E-05,0.000407906
8.76E-05,-0.003440574
4.46E-05,-0.002431418
7.63E-05,0.000380117
8.97E-05,-0.00151073
7.57E-05,-0.006423714
4.50E-05,-0.005054612
7.16E-05,-0.006606001
6.97E-05,-0.006555338
7.29E-05,-0.006593515
7.25E-05,-0.006495905
7.53E-05,-0.006436046
7.78E-05,-0.006385319
8.63E-05,-0.0063206
8.83E-05,-0.006187104
7.74E-05,-0.006502088
6.36E-05,-0.004244272
7.61E-05,-0.006430443
7.58E-05,-0.006439465
8.44E-05,-0.006261962
5.13E-05,-0.00504051
5.71E-05,-0.004941727
7.25E-05,-0.006516421
6.33E-05,-0.004820474
6.21E-05,-0.004850716
7.14E-05,-0.004131847
8.04E-05,-0.006343234
8.06E-05,-0.006339957
7.39E-05,-0.004096498
7.27E-05,-0.00412039
8.34E-05,-0.006285282
8.32E-05,-0.006290112
9.08E-05,-0.006237961
7.64E-05,-0.004061305
8.61E-05,-0.00623141
7.60E-05,-0.004591821
6.11E-05,-0.004876899
7.62E-05,-0.006438843
8.15E-05,-0.006325417
7.51E-05,-0.004086632
8.55E-05,-0.003931009
6.04E-05,-0.004894982
9.51E-05,-0.003805441
4.33E-05,-0.004826221
7.49E-05,-0.007542459
6.97E-05,-0.0054268
7.74E-05,-0.007493523
7.25E-05,-0.00536643
7.53E-05,-0.005307991
7.78E-05,-0.005259749
8.83E-05,-0.00506206
7.61E-05,-0.005320033
7.58E-05,-0.00533222
9.08E-05,-0.007204383
8.44E-05,-0.005144858
7.25E-05,-0.005414724
8.04E-05,-0.005241056
8.06E-05,-0.005236204
8.34E-05,-0.005177349
8.31E-05,-0.005184523
8.61E-05,-0.005124302
7.54E-05,-0.005277115
7.53E-05,-0.005277568
8.49E-05,-0.005096849
7.62E-05,-0.005355223
7.59E-05,-0.005365263
8.14E-05,-0.005237051
8.76E-05,-0.005045178
8.09E-05,-0.005253015
7.60E-05,-0.003636987
8.35E-05,-0.003505123
6.36E-05,-0.003211743
7.91E-05,-0.003580679
8.23E-05,-0.003525055
8.20E-05,-0.003529577
8.44E-05,-0.003487767
5.72E-05,-0.000724958
5.89E-05,-0.000722494
4.44E-05,-0.000460119
5.07E-05,-0.000440033
5.63E-05,-0.000474705
5.75E-05,0.001515666
6.32E-05,-0.000930767
7.16E-05,0.001535273
7.27E-05,-0.000885685
7.29E-05,-0.000888395
6.97E-05,0.000146481
7.25E-05,0.000168213
7.57E-05,0.000183518
7.53E-05,0.000189137
7.61E-05,-0.001739349
7.58E-05,-0.001737912
6.02E-05,-0.002205652
6.29E-05,-0.00092645
7.49E-05,-0.000844493
7.74E-05,-0.000807797
7.25E-05,-0.001761887
7.78E-05,0.000215611
8.48E-05,0.000246319
8.90E-05,0.000260701
8.10E-05,-0.002819838
8.15E-05,-0.00281813
9.59E-05,0.000297639
6.47E-05,-0.002113392
6.32E-05,-0.003116854
6.30E-05,-0.00311678
7.06E-05,-0.000856795
6.93E-05,-0.000838815
7.34E-05,-0.00082746
7.49E-05,-0.002986027
7.62E-05,-0.000795269
7.57E-05,-0.000791147
6.29E-05,-0.001807238
7.83E-05,-0.000759666
6.52E-05,-0.001778867
6.87E-05,-0.00174965
6.97E-05,-0.001748596
7.25E-05,0.000223947
7.61E-05,0.000233053
7.58E-05,0.000236197
8.63E-05,-0.000715076
7.78E-05,-0.003603895
7.62E-05,-0.00170641
7.59E-05,-0.001705953
7.14E-05,-0.002914703
8.04E-05,-0.001674797
8.06E-05,-0.001674703
7.06E-05,-0.003023971
7.14E-05,-0.000809009
7.74E-05,-0.002954781
7.82E-05,-0.000758356
6.13E-05,-0.003039677
7.25E-05,-0.003670185
7.61E-05,-0.003619131
7.58E-05,-0.003622245
8.04E-05,0.000282622
8.06E-05,0.000281738
9.08E-05,-0.000653804
7.39E-05,-0.002880627
8.04E-05,0.002169236
8.06E-05,0.002167135
8.34E-05,-0.001640514
8.32E-05,-0.001641044
8.44E-05,-0.001638683
8.44E-05,0.000292174
8.83E-05,-0.001602186
8.83E-05,0.000307188
8.16E-05,-0.002792692
8.48E-05,-9.84E-05
8.49E-05,-9.85E-05
8.48E-05,-0.002753783
8.49E-05,-0.002753356
7.34E-05,-0.002992496
6.29E-05,0.000239728
6.36E-05,-0.000217928
6.97E-05,0.000253781
7.62E-05,0.000274349
7.59E-05,0.000276225
8.10E-05,-0.001648272
8.15E-05,-0.001646325
8.34E-05,0.000298412
8.31E-05,0.000299892
7.64E-05,-0.002844998
8.16E-05,-0.000118095
8.61E-05,-0.001607123
8.61E-05,0.000318593
8.80E-05,-7.83E-05
8.80E-05,-0.00271607
7.14E-05,-0.000170308
7.39E-05,-0.000152279
7.64E-05,-0.00013295
8.44E-05,-0.003488279
8.83E-05,-0.003438414
8.55E-05,-7.65E-05
6.96E-05,-0.000162455
7.27E-05,-0.000149165
7.51E-05,-0.000131553
9.52E-05,-2.63E-05
4.50E-05,-0.000202953
5.80E-05,-0.000182288
5.05E-05,-0.000225562
6.29E-05,-0.003799502
6.36E-05,-0.001783748
5.81E-05,-0.000313498
6.30E-05,-0.000302628
6.12E-05,-0.000842831
6.47E-05,-0.00082873
6.96E-05,-0.000795896
7.04E-05,-0.000801041
6.24E-05,-0.00179039
7.93E-05,-0.00071958
6.87E-05,-0.003715554
6.97E-05,-0.003703214
6.47E-05,-0.003085515
6.13E-05,-0.001797675
8.15E-05,-0.000690093
8.04E-05,-0.00068724
7.14E-05,-0.001712453
7.62E-05,-0.00360764
7.59E-05,-0.003611393
8.04E-05,-0.003543349
8.34E-05,-0.003499932
6.12E-05,-0.003123816
7.04E-05,-0.003019174
6.97E-05,-0.003028398
6.97E-05,-0.000762428
6.24E-05,0.000275212
6.36E-05,0.000267812
7.25E-05,-0.000736199
7.57E-05,-0.000710591
6.96E-05,-0.001716815
7.39E-05,-0.001692183
8.48E-05,-0.000636429
7.64E-05,-0.001670266
8.90E-05,-0.000615966
8.10E-05,-0.003531295
8.31E-05,-0.003502531
8.14E-05,-0.003524472
8.16E-05,-0.001627007
8.61E-05,-0.003461377
8.48E-05,-0.001593869
8.49E-05,-0.001593488
9.51E-05,-0.002622621
6.13E-05,0.000280024
7.53E-05,-0.000710488
7.14E-05,0.000303426
7.27E-05,-0.001697455
7.39E-05,0.000314778
8.16E-05,0.000337997
8.48E-05,0.000352059
8.49E-05,0.000351848
9.59E-05,-0.000576577
8.80E-05,-0.001562794
8.80E-05,0.000367359
7.51E-05,-0.001676876
6.96E-05,0.00031124
7.27E-05,0.00031943
7.64E-05,0.000329176
8.55E-05,-0.001577565
9.51E-05,-0.001484604
7.25E-05,-0.005278056
7.61E-05,-0.005219756
7.58E-05,-0.005225003
6.29E-05,-0.004770597
6.52E-05,-0.004741515
6.87E-05,-0.004695049
6.96E-05,-0.002930226
7.27E-05,-0.002889749
8.15E-05,-0.004520915
7.51E-05,-0.002856856
8.10E-05,-0.004524751
8.55E-05,-0.002734588
6.36E-05,-0.004764308
8.16E-05,-0.004511337
8.48E-05,-0.004470599
8.49E-05,-0.004469803
8.40E-05,-0.003006407
8.21E-05,-0.001988177
8.41E-05,-0.00198652
9.43E-05,-0.001881811
8.55E-05,-0.001927347
9.38E-05,-0.003052296
7.46E-05,-0.000277647
7.65E-05,-0.000208651
7.81E-05,-0.000104852
8.40E-05,0.000433699
8.66E-05,-0.0029529
8.99E-05,-0.0029741
8.25E-05,-0.001863581
9.03E-05,-0.000332165
9.23E-05,-0.000264774
9.31E-05,-0.003006239
9.41E-05,-0.000185518
9.43E-05,-0.000197835
9.43E-05,-0.003003477
7.74E-05,1.24E-06
